PWSName,RegistryID,PWSId,CitiesServed,StateCode,CountiesServed,PWSTypeCode,PrimarySourceCode,PopulationServedCount,QtrsWithVio,SeriousViolator,HealthFlag,RulesVio3yr,Viopaccr,Vioremain,Ifea,Feas,SDWAContaminantsInViol3yr,PbAle,CuAle,DFR URL,cons_demo.COUNTY,cons_demo.ACSTOTPOP,cons_demo.ACSIPOVBAS,cons_demo.25ABOVE,cons_demo.PCT_25ABOVE,cons_demo.PEOPCOLOR,cons_demo.PCT_PEOPCOLOR,cons_demo.LOWINCOME,cons_demo.PCT_LOWINCOME,cons_demo.LESSHS,cons_demo.PCT_LESSHS,cons_demo.LINGISO,cons_demo.PCT_LINGISO,cons_demo.UNDER5,cons_demo.PCT_UNDER5,cons_demo.OVER64,cons_demo.PCT_OVER64,cons_demo.AREALAND,cons_demo.AREAWATER
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,,2005=Endrin,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2010=BHC-GAMMA,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2015=Methoxychlor,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2020=Toxaphene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2031=Dalapon,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2032=Diquat,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2033=Endothall,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2034=Glyphosate,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2035=Di(2-ethylhexyl) adipate,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2036=OXAMYL,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2037=Simazine,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2039=Di(2-ethylhexyl) phthalate,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2040=Picloram,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2041=Dinoseb,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2042=Hexachlorocyclopentadiene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2046=Carbofuran,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2050=Atrazine,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2051=LASSO,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2065=Heptachlor,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2067=Heptachlor epoxide,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,," 2105=2,4-D",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,," 2110=2,4,5-TP",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2274=HEXACHLOROBENZENE,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2306=Benzo(a)pyrene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2326=Pentachlorophenol,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2383=Total Polychlorinated Biphenyls (PCB),,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,," 2931=1,2-DIBROMO-3-CHLOROPROPANE",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2946=ETHYLENE DIBROMIDE,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 2959=Chlordane,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,," 4000=Gross Alpha, Excl. Radon and U",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 4020=Radium-226,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 4030=Radium-228,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN UTILITIES,110025379757,AL0000023,BAY MINETTE,AL,Baldwin,CWS,GW,28713,4,No,No,2,4,1,5,, 4100=Gross Beta Particle Activity,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000023&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BALDWIN WATER AUTHORITY,110012991049,AL0001768,BREWTON,AL,Baldwin,CWS,GW,1194,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001768&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
NORTH BAMA TRUCK STOP,110050984333,AL0000517,,AL,DeKalb,TNCWS,GW,275,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000517&sys=SDWIS,DeKalb,71554,70605,48286,0.674819018,14572,0.20365039,32922,0.466284257,10522,0.147049781,667,2.05509E-06,4209,0.058822707,12128,0.169494368,2012620262,4107136
NORTH BREWTON ELEMENTARY SCHOOL,110050904893,AL0000568,,AL,Escambia,NTNCWS,GW,180,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000568&sys=SDWIS,Escambia,36879,33973,25716,0.697307411,14769,0.400471813,16488,0.485326583,4697,0.127362456,71,3.45352E-06,2112,0.057268364,6623,0.179587299,2448595161,20024887
NORTH CHOCTAW WATER & SEWER AUTHORITY,110012970482,AL0000243,LISMAN,AL,Choctaw,CWS,GW,3552,1,No,No,1,1,0,1,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000243&sys=SDWIS,Choctaw,12792,12603,9281,0.725531582,5571,0.435506567,5241,0.415853368,1802,0.140869293,0,1.10123E-05,700,0.054721701,2916,0.227954972,2365900081,19114321
NORTH CLARKE WATER AUTHORITY,110013247717,AL0001771,THOMASVILLE,AL,Clarke,CWS,GWP,975,6,No,No,2,28,0,19,,2456=Total Haloacetic Acids (HAA5),,,https://echo.epa.gov/detailed-facility-report?fid=AL0001771&sys=SDWIS,Clarke,23346,22989,16269,0.696864559,11318,0.484793969,9926,0.431771717,2892,0.12387561,23,5.30607E-06,1435,0.061466632,4608,0.197378566,3207494086,36657889
NORTH CLARKE WATER AUTHORITY,110013247717,AL0001771,THOMASVILLE,AL,Clarke,CWS,GWP,975,6,No,No,2,28,0,19,, 2950=TTHM,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001771&sys=SDWIS,Clarke,23346,22989,16269,0.696864559,11318,0.484793969,9926,0.431771717,2892,0.12387561,23,5.30607E-06,1435,0.061466632,4608,0.197378566,3207494086,36657889
NORTH CLARKE WATER AUTHORITY,110013247717,AL0001771,THOMASVILLE,AL,Clarke,CWS,GWP,975,6,No,No,2,28,0,19,, 8000=Revised Total Coliform Rule,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001771&sys=SDWIS,Clarke,23346,22989,16269,0.696864559,11318,0.484793969,9926,0.431771717,2892,0.12387561,23,5.30607E-06,1435,0.061466632,4608,0.197378566,3207494086,36657889
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,,1040=Nitrate,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,," 2378=1,2,4-Trichlorobenzene",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,," 2380=cis-1,2-Dichloroethylene",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,," 2955=Xylenes, Total",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,, 2964=DICHLOROMETHANE,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,, 2968=o-Dichlorobenzene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,, 2969=p-Dichlorobenzene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,, 2976=Vinyl chloride,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,," 2977=1,1-Dichloroethylene",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,," 2979=trans-1,2-Dichloroethylene",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,," 2980=1,2-Dichloroethane",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,," 2981=1,1,1-Trichloroethane",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,, 2982=Carbon tetrachloride,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,," 2983=1,2-Dichloropropane",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,, 2984=Trichloroethylene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,," 2985=1,1,2-Trichloroethane",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,, 2987=Tetrachloroethylene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,, 2989=CHLOROBENZENE,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,, 2990=Benzene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,, 2991=Toluene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,, 2992=Ethylbenzene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
NORTH DALLAS WATER AUTHORITY,110012977083,AL0000482,SELMA,AL,Dallas,CWS,GW,8838,5,No,No,4,11,7,6,, 2996=Styrene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000482&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
